Citations,Publication Year,Discipline,Sub-topic,Title,Author,Key,Abstract Note,Language
134,2013,communication_media_studies,Constitutive,Censorium: Cinema and the Open Edge of Mass Publicity,Mazzarella William,4J7JH42U,"In the world of globalized media, provocative images trigger culture wars between traditionalists and cosmopolitans, between censors and defenders of free expression. But are images censored because of what they mean, what they do, or what they might become? And must audiences be protected because of what they understand, what they feel, or what they might imagine?At the intersection of anthropology, media studies, and critical theory, Censorium is a pathbreaking analysis of Indian film censorship. The book encompasses two moments of moral panic: the consolidation of the cinema in the 1910s and 1920s, and the global avalanche of images unleashed by liberalization since the early 1990s. Exploring breaks and continuities in film censorship across colonial and postcolonial moments, William Mazzarella argues that the censors' obsessive focus on the unacceptable content of certain images and the unruly behavior of particular audiences displaces a problem that they constantly confront yet cannot directly acknowledge: the volatile relation between mass affect and collective meaning. Grounded in a close analysis of cinema regulation in the world's largest democracy, Censorium ultimately brings light to the elusive foundations of political and cultural sovereignty in mass-mediated societies",en
81,2013,communication_media_studies,Constitutive,Silencing cinema: film censorship around the world,"D Biltereyst, R Vande Winkel",UXZP76GF,"… in the analysis of film censorship, this volume also tries to foster comparative research. There is nothing wrong with focusing upon the censorship culture within nations, regions, or even …",en
12,2013,arts_literary_cultural_studies,Constitutive,Censura(s) en la traducción al/del vasco,"Zenekorta, Ibon Uribarri",XJUPP98G,"… En este trabajo nos vamos a centrar en la censura sufrida por el libro escrito en … de censura gubernativa que ha dejado un profundo rastro en nuestra cultura. Sin embargo, la censura …",es
0,2013,arts_literary_cultural_studies,Constitutive,Censura(s) en la traducción al/del vasco,"Zenekorta, Ibon Uribarri",J64D8P3I,"La censura es un fenomeno de larga tradicion en Espana, y la lengua vasca ha sufrido tambien a causa de ella. En este trabajo nos centramos en la forma que toma la censura durante la dictadura franquista y en la influencia que tiene sobre la edicion en lengua vasca, con especial atencion a la traduccion. En un primer momento se describe el estado de la investigacion sobre el tema y se discuten algunos problemas metodologicos vinculados al objeto de estudio. Seguidamente se hace un repaso historico de la censura sobre el libro escrito en vasco, con ejemplos de distintas epocas. A continuacion se desarrollan tres temas desde una perspectiva sistematica: la censura de la lengua vasca, la censura de las traducciones al vasco y el papel de la traduccion en los procesos de censura. Para finalizar se defiende que la censura es un fenomeno social sistemico, que su aplicacion en los estudios de traduccion requiere un concepto amplio de la misma y que la censura aplicada en las traducciones, lejos de ser un asunto meramente historico, tiene plena actualidad.",es
146,2014,communication_media_studies,Constitutive,"Press censorship in Turkey: Networks of state power, commercial pressures, and self-censorship",B Yesil,D8WNR8UT,This article explores the suppression of press freedoms in Turkey under the Akp (Justice and Development Party) government in the late 2000s. Drawing upon analyses of laws and …,en
126,2014,communication_media_studies,Constitutive,"Batman, Pandaman and the Blind Man: A Case Study in Social Change Memes and Internet Censorship in China","Mina, An Xiao",4TI4I8X3,"While the internet has been examined as a utilitarian space for social movements, it also acts as a cultural space for personal and community expression about important social issues. While examining the particularities of the memetic form – often catchy humor, simple imagery, and remixing – the author examines meme culture as a vehicle for political and social critique in the context of China’s stringent web censorship and propaganda. She looks at social change memes that have arisen around internet censorship and in support of the blind lawyer activist Chen Guangcheng. First, she considers these memes as visual and creative practices that sidestep the mechanics of internet censorship in China. She then argues for the role of internet memes in challenging hegemonic media environments, and maintains that these actions should be considered important political acts in and of themselves.",en
52,2014,history_book_history,Constitutive,Writing the History of Censorship in the Age of Enlightenment,S Rosenfeld,GXGC8Y65,"… censorship and free speech. The pages that follow lay particular stress on the postmodern concept of ""constitutive"" censorship, a … However, the theory of ""constitutive"" censorship is …",en
13,2014,censorship_studies,Constitutive,Um modelo restaurativo de censura como limite ao discurso punitivo,AR Giamberardino,3U4S4WPP,,pt
11,2014,history_book_history,Constitutive,"ARTE, PODER E POLÍTICA: UMA BREVE HISTÓRIA SOBRE A CENSURA","Costa, Maria Cristina Castilho",JW4HQDAH,,pt
122,2015,history_book_history,Constitutive,REIMAGINING REPRESSION: NEW CENSORSHIP THEORY AND AFTER,"Bunn, Matthew",BZZ4297K,"Emerging from the work of Foucault and Bourdieu in particular, a powerful theoretical critique of prevailing notions of censorship and its opposite, free speech, emerged in the waning decades of the last century. The principal theoretical contribution, I will argue, of this “New Censorship Theory” has been not to overthrow the dominant liberal conception of censorship, but rather to bracket this conception as a separate and ultimately subordinate species of censorship. In this article I reexamine the development of New Censorship Theory, especially its antecedents in the Marxist critique of bourgeois civil society. In place of an exclusive focus upon state actions, newer conceptions of censorship have enshrined self-censorship as the paradigm and have seen traditional forms of censorship as secondary to impersonal, structural forms like the market. I argue that historians’ qualms about New Censorship Theory stem from concerns over this erasure of the specificity of state repressive force. Rather than simply accepting the division of censorship into a dichotomy of repressive/authoritative and productive/structural, this article argues that no strict distinction ought to be drawn. Instead, investigations of censorship in the traditional sense must incorporate the insights of newer theories to understand state censors as actors internal to communication networks, and not as external, accidental features. By investigating the intellectual trajectory of New Censorship Theory, I posit a way forward for historians to incorporate its insights while addressing their concerns.",en
